Wall time,Step,Value
1729494998.7483325,6596755,20.0
1729495156.6286697,6618782,21.0
1729495168.745029,6620487,21.0
1729495179.7579496,6622211,21.0
1729495192.6014035,6623899,21.0
1729495368.3821018,6647514,21.0
1729495629.8145943,6687727,21.0
1729495660.0945823,6692803,20.0
1729495681.9788866,6696101,21.0
1729495703.848048,6699443,20.0
1729495734.3654172,6704459,19.0
1729495776.836107,6711145,21.0
1729495808.85579,6716289,20.0
1729495818.6610284,6717941,21.0
1729496004.2657707,6748212,21.0
1729496110.1473382,6765244,20.0
1729496181.227399,6776743,21.0
1729496225.915603,6784072,21.0
1729496237.0710742,6785977,20.0
1729496288.9993813,6794773,21.0
1729496298.5460935,6796425,21.0
1729496329.0439608,6801370,21.0
1729496440.6094258,6819942,21.0
1729496452.5855834,6821747,20.0
1729496572.185074,6841839,20.0
1729496582.6392703,6843539,20.0
1729496601.0019825,6846822,21.0
1729496609.6672356,6848450,21.0
1729496640.2257175,6853806,18.0
1729496650.4110396,6855470,21.0
1729496659.296586,6857102,21.0
1729496733.7234325,6869325,20.0
1729496755.836931,6872775,20.0
1729496775.1896594,6876150,21.0
1729496929.0603483,6901844,18.0
1729496937.733991,6903476,21.0
1729496947.1201947,6905119,21.0
1729496956.531039,6906819,20.0
1729496999.604757,6913724,20.0
1729497026.5099564,6918634,21.0
1729497174.7608008,6943743,19.0
1729497193.079644,6947109,20.0
1729497257.407379,6957553,19.0
1729497277.4723244,6960932,21.0
1729497318.5352874,6967809,20.0
1729497355.9787605,6974569,21.0
1729497367.6703224,6976300,20.0
1729497517.098116,7001565,21.0
1729497606.470238,7017064,21.0
1729497628.5020838,7020647,20.0
1729497646.1160734,7024178,21.0
1729497675.994512,7029354,21.0
1729497694.110677,7032774,20.0
1729497727.7292023,7037724,21.0
1729497824.569004,7053005,21.0
1729497856.3574214,7057972,21.0
1729497886.2822306,7063049,21.0
1729498166.1057634,7109460,21.0
1729498224.1973236,7119532,20.0
1729498257.7880735,7124718,20.0
1729498297.8070056,7131410,20.0
1729498357.9854498,7141424,21.0
1729498388.925791,7146557,19.0
1729498411.1591463,7149965,20.0
1729498463.0498981,7158320,21.0
1729498484.245656,7161777,20.0
1729498514.3342886,7166845,21.0
1729498695.094451,7196226,21.0
1729498737.075779,7203066,20.0
1729498819.4182956,7216821,21.0
1729498828.8659372,7218453,21.0
1729498924.7753553,7234195,20.0
1729498985.5171647,7244526,20.0
1729498996.4817145,7246295,21.0
1729499008.1705909,7248181,17.0
1729499038.855089,7253268,20.0
1729499101.6516907,7263297,21.0
1729499156.959703,7272273,21.0
1729499188.5042088,7277177,21.0
1729499270.4528308,7290698,20.0
1729499319.4405751,7298790,18.0
1729499341.5490775,7302352,20.0
1729499433.9726717,7317516,19.0
1729499484.0298533,7326053,19.0
1729499546.39865,7336065,21.0
1729499607.456957,7346151,21.0
1729499679.505755,7357926,21.0
1729499863.4679284,7388541,20.0
1729499873.0969238,7390315,21.0
1729499944.8643572,7402107,19.0
1729500027.3221927,7415329,21.0
1729500036.061829,7416978,21.0
1729500056.1216867,7420257,21.0
1729500096.3652067,7426890,21.0
1729500137.053691,7433601,21.0
1729500311.2816877,7462351,20.0
1729500375.3872716,7472832,21.0
1729500435.3131068,7483046,20.0
1729500466.6994412,7488097,19.0
1729500531.92297,7498789,20.0
1729500654.8945887,7518954,21.0
1729500697.9547184,7525762,20.0
1729500767.2853117,7537566,21.0
1729500795.7116926,7542451,21.0
1729500907.0762022,7561574,21.0
1729501011.53162,7578813,20.0
1729501022.3671422,7580728,18.0
1729501053.515477,7585765,21.0
1729501161.3409615,7604638,21.0
1729501302.5969768,7629934,21.0
1729501312.9648573,7631586,21.0
1729501388.743485,7645097,21.0
1729501435.66163,7653720,20.0
1729501494.0000136,7664088,21.0
1729501512.865156,7667450,20.0
1729501521.3809183,7669173,20.0
1729501582.2557034,7679985,20.0
1729501673.1298404,7696854,21.0
1729501702.0968835,7702031,20.0
1729501716.495399,7705332,21.0
1729501723.6595016,7706983,21.0
1729501730.756972,7708617,21.0
1729501771.2544842,7715272,21.0
1729501878.2774942,7732167,20.0
1729501887.634256,7733851,20.0
1729501903.5007012,7737231,20.0
1729502005.8987873,7754098,20.0
1729502016.3251934,7755744,21.0
1729502188.6889706,7784513,21.0
1729502262.9165618,7796958,20.0
1729502302.699,7803576,21.0
1729502400.5965319,7818978,20.0
1729502446.0676658,7827303,21.0
1729502501.0773048,7836005,20.0
1729502565.2941775,7846150,21.0
1729502659.9763854,7862131,16.0
1729502704.332846,7868918,21.0
1729502745.149016,7875495,21.0
1729502832.0828145,7890636,21.0
1729502886.4173372,7899017,21.0
1729502949.8398788,7909252,21.0
1729502995.6532638,7917677,20.0
1729503027.2749345,7922602,21.0
1729503038.2422953,7924331,21.0
1729503115.4366097,7936517,21.0
1729503190.601472,7949759,21.0
1729503275.6325686,7963124,20.0
1729503311.990748,7970333,21.0
1729503339.5378861,7975244,21.0
1729503372.4946563,7980321,21.0
1729503383.3044014,7981986,21.0
1729503464.18532,7995479,21.0
1729503479.3436337,7998932,20.0
1729503596.7879388,8017722,21.0
1729503669.6232119,8031376,21.0
1729503790.1929536,8050127,21.0
1729503827.6718295,8057051,20.0
1729503907.8211825,8070459,21.0
1729504139.7572334,8109059,20.0
1729504198.116047,8119521,21.0
1729504240.3121057,8126094,21.0
1729504389.974262,8151127,21.0
1729504453.8482783,8161138,21.0
1729504487.256687,8166324,20.0
1729504508.8742294,8169829,21.0
1729504579.2360275,8182345,20.0
1729504612.8944478,8187590,21.0
1729504655.699673,8194221,21.0
1729504696.601267,8201019,21.0
1729504706.0586314,8202739,19.0
1729504713.119331,8204372,21.0
1729504728.901102,8207682,21.0
1729504793.9655557,8217732,20.0
1729504868.2804368,8229706,21.0
1729504887.420264,8233133,19.0
1729504908.8420742,8236651,20.0
1729504952.843439,8243365,21.0
1729504988.8778584,8248893,20.0
1729504999.1695197,8250545,21.0
1729505019.210967,8253838,21.0
1729505105.0890803,8267999,19.0
1729505192.0069332,8281699,21.0
1729505210.9653924,8284979,21.0
1729505350.3528874,8308875,21.0
1729505379.5480893,8314000,20.0
1729505401.331702,8319048,19.0
1729505544.0241914,8342762,21.0
1729505566.752802,8348066,19.0
1729505719.6751342,8374083,20.0
1729505760.0588489,8382461,21.0
1729505771.6269736,8384268,20.0
1729505815.3200974,8391327,21.0
1729505858.6187594,8398278,21.0
1729505868.3302155,8399927,21.0
